group_key,audio_directory,audio_files,balanced_file_path,text_content,confidence_score,word_type,vad_start_time_ms,vad_end_time_ms,vad_duration_ms,word_start_time_ms,word_end_time_ms,word_duration_ms,sentence_number,is_last_result,pgs_type,rst_type,phone_info,language_info
shorts_2022-10-28_00-00-00,shorts,"2022-10-28_00-00-00_PART0000.wav, 2022-10-28_00-00-00_PART0001.wav, 2022-10-28_00-00-00_PART0002.wav, 2022-10-28_00-00-00_PART0003.wav, 2022-10-28_00-00-00_PART0004.wav, 2022-10-28_00-00-00_PART0005.wav, 2022-10-28_00-00-00_PART0006.wav, 2022-10-28_00-00-00_PART0007.wav, 2022-10-28_00-00-00_PART0008.wav, 2022-10-28_00-00-00_PART0009.wav, 2022-10-28_00-00-00_PART0010.wav, 2022-10-28_00-00-00_PART0011.wav, 2022-10-28_00-00-00_PART0012.wav, 2022-10-28_00-00-00_PART0013.wav",balanced/2022-10-28_00-00-00.wav,，,0.0,punctuation,1387,2121,734,1396,1396,0,3,False,,,,mandarin
shorts_2022-10-28_00-00-00,shorts,"2022-10-28_00-00-00_PART0000.wav, 2022-10-28_00-00-00_PART0001.wav, 2022-10-28_00-00-00_PART0002.wav, 2022-10-28_00-00-00_PART0003.wav, 2022-10-28_00-00-00_PART0004.wav, 2022-10-28_00-00-00_PART0005.wav, 2022-10-28_00-00-00_PART0006.wav, 2022-10-28_00-00-00_PART0007.wav, 2022-10-28_00-00-00_PART0008.wav, 2022-10-28_00-00-00_PART0009.wav, 2022-10-28_00-00-00_PART0010.wav, 2022-10-28_00-00-00_PART0011.wav, 2022-10-28_00-00-00_PART0012.wav, 2022-10-28_00-00-00_PART0013.wav",balanced/2022-10-28_00-00-00.wav,还没走到老哥看了什么东西我看锃亮锃亮我到了跟前一看是块手表,0.0,word,1387,2121,734,1396,2023,627,3,False,,,huan2,mandarin
shorts_2022-10-28_00-00-00,shorts,"2022-10-28_00-00-00_PART0000.wav, 2022-10-28_00-00-00_PART0001.wav, 2022-10-28_00-00-00_PART0002.wav, 2022-10-28_00-00-00_PART0003.wav, 2022-10-28_00-00-00_PART0004.wav, 2022-10-28_00-00-00_PART0005.wav, 2022-10-28_00-00-00_PART0006.wav, 2022-10-28_00-00-00_PART0007.wav, 2022-10-28_00-00-00_PART0008.wav, 2022-10-28_00-00-00_PART0009.wav, 2022-10-28_00-00-00_PART0010.wav, 2022-10-28_00-00-00_PART0011.wav, 2022-10-28_00-00-00_PART0012.wav, 2022-10-28_00-00-00_PART0013.wav",balanced/2022-10-28_00-00-00.wav,还没走到老哥看了什么东西我看锃亮锃亮我到了跟前一看是块手表,0.0,word,1387,2121,734,0,0,0,3,False,,,,
shorts_2022-10-28_00-00-00,shorts,"2022-10-28_00-00-00_PART0000.wav, 2022-10-28_00-00-00_PART0001.wav, 2022-10-28_00-00-00_PART0002.wav, 2022-10-28_00-00-00_PART0003.wav, 2022-10-28_00-00-00_PART0004.wav, 2022-10-28_00-00-00_PART0005.wav, 2022-10-28_00-00-00_PART0006.wav, 2022-10-28_00-00-00_PART0007.wav, 2022-10-28_00-00-00_PART0008.wav, 2022-10-28_00-00-00_PART0009.wav, 2022-10-28_00-00-00_PART0010.wav, 2022-10-28_00-00-00_PART0011.wav, 2022-10-28_00-00-00_PART0012.wav, 2022-10-28_00-00-00_PART0013.wav",balanced/2022-10-28_00-00-00.wav,还没走到老哥看了什么东西我看锃亮锃亮我到了跟前一看是块手表,0.0,word,1387,2121,734,0,0,0,3,False,,,,
shorts_2022-10-28_00-00-00,shorts,"2022-10-28_00-00-00_PART0000.wav, 2022-10-28_00-00-00_PART0001.wav, 2022-10-28_00-00-00_PART0002.wav, 2022-10-28_00-00-00_PART0003.wav, 2022-10-28_00-00-00_PART0004.wav, 2022-10-28_00-00-00_PART0005.wav, 2022-10-28_00-00-00_PART0006.wav, 2022-10-28_00-00-00_PART0007.wav, 2022-10-28_00-00-00_PART0008.wav, 2022-10-28_00-00-00_PART0009.wav, 2022-10-28_00-00-00_PART0010.wav, 2022-10-28_00-00-00_PART0011.wav, 2022-10-28_00-00-00_PART0012.wav, 2022-10-28_00-00-00_PART0013.wav",balanced/2022-10-28_00-00-00.wav,还没走到老哥看了什么东西我看锃亮锃亮我到了跟前一看是块手表,0.0,word,1387,2121,734,0,0,0,3,False,,,,
shorts_2022-10-28_00-00-00,shorts,"2022-10-28_00-00-00_PART0000.wav, 2022-10-28_00-00-00_PART0001.wav, 2022-10-28_00-00-00_PART0002.wav, 2022-10-28_00-00-00_PART0003.wav, 2022-10-28_00-00-00_PART0004.wav, 2022-10-28_00-00-00_PART0005.wav, 2022-10-28_00-00-00_PART0006.wav, 2022-10-28_00-00-00_PART0007.wav, 2022-10-28_00-00-00_PART0008.wav, 2022-10-28_00-00-00_PART0009.wav, 2022-10-28_00-00-00_PART0010.wav, 2022-10-28_00-00-00_PART0011.wav, 2022-10-28_00-00-00_PART0012.wav, 2022-10-28_00-00-00_PART0013.wav",balanced/2022-10-28_00-00-00.wav,还没走到老哥看了什么东西我看锃亮锃亮我到了跟前一看是块手表,0.0,word,1387,2121,734,0,0,0,3,False,,,,
shorts_2022-10-28_00-00-00,shorts,"2022-10-28_00-00-00_PART0000.wav, 2022-10-28_00-00-00_PART0001.wav, 2022-10-28_00-00-00_PART0002.wav, 2022-10-28_00-00-00_PART0003.wav, 2022-10-28_00-00-00_PART0004.wav, 2022-10-28_00-00-00_PART0005.wav, 2022-10-28_00-00-00_PART0006.wav, 2022-10-28_00-00-00_PART0007.wav, 2022-10-28_00-00-00_PART0008.wav, 2022-10-28_00-00-00_PART0009.wav, 2022-10-28_00-00-00_PART0010.wav, 2022-10-28_00-00-00_PART0011.wav, 2022-10-28_00-00-00_PART0012.wav, 2022-10-28_00-00-00_PART0013.wav",balanced/2022-10-28_00-00-00.wav,。,0.0,punctuation,2295,2566,271,2312,2312,0,4,False,,,,mandarin
shorts_2022-10-28_00-00-00,shorts,"2022-10-28_00-00-00_PART0000.wav, 2022-10-28_00-00-00_PART0001.wav, 2022-10-28_00-00-00_PART0002.wav, 2022-10-28_00-00-00_PART0003.wav, 2022-10-28_00-00-00_PART0004.wav, 2022-10-28_00-00-00_PART0005.wav, 2022-10-28_00-00-00_PART0006.wav, 2022-10-28_00-00-00_PART0007.wav, 2022-10-28_00-00-00_PART0008.wav, 2022-10-28_00-00-00_PART0009.wav, 2022-10-28_00-00-00_PART0010.wav, 2022-10-28_00-00-00_PART0011.wav, 2022-10-28_00-00-00_PART0012.wav, 2022-10-28_00-00-00_PART0013.wav",balanced/2022-10-28_00-00-00.wav,爱就这块手表哈第二块手表,0.0,word,2295,2566,271,2312,2563,251,4,False,,,_aai4,mandarin
shorts_2022-10-28_00-00-00,shorts,"2022-10-28_00-00-00_PART0000.wav, 2022-10-28_00-00-00_PART0001.wav, 2022-10-28_00-00-00_PART0002.wav, 2022-10-28_00-00-00_PART0003.wav, 2022-10-28_00-00-00_PART0004.wav, 2022-10-28_00-00-00_PART0005.wav, 2022-10-28_00-00-00_PART0006.wav, 2022-10-28_00-00-00_PART0007.wav, 2022-10-28_00-00-00_PART0008.wav, 2022-10-28_00-00-00_PART0009.wav, 2022-10-28_00-00-00_PART0010.wav, 2022-10-28_00-00-00_PART0011.wav, 2022-10-28_00-00-00_PART0012.wav, 2022-10-28_00-00-00_PART0013.wav",balanced/2022-10-28_00-00-00.wav,爱就这块水表哈第二块手表,0.0,word,2295,2566,271,0,0,0,4,False,,,,mandarin
shorts_2022-10-28_00-00-00,shorts,"2022-10-28_00-00-00_PART0000.wav, 2022-10-28_00-00-00_PART0001.wav, 2022-10-28_00-00-00_PART0002.wav, 2022-10-28_00-00-00_PART0003.wav, 2022-10-28_00-00-00_PART0004.wav, 2022-10-28_00-00-00_PART0005.wav, 2022-10-28_00-00-00_PART0006.wav, 2022-10-28_00-00-00_PART0007.wav, 2022-10-28_00-00-00_PART0008.wav, 2022-10-28_00-00-00_PART0009.wav, 2022-10-28_00-00-00_PART0010.wav, 2022-10-28_00-00-00_PART0011.wav, 2022-10-28_00-00-00_PART0012.wav, 2022-10-28_00-00-00_PART0013.wav",balanced/2022-10-28_00-00-00.wav,唉就这快手表哈第二块手表,0.0,word,2295,2566,271,0,0,0,4,False,,,,mandarin
shorts_2022-10-28_00-00-00,shorts,"2022-10-28_00-00-00_PART0000.wav, 2022-10-28_00-00-00_PART0001.wav, 2022-10-28_00-00-00_PART0002.wav, 2022-10-28_00-00-00_PART0003.wav, 2022-10-28_00-00-00_PART0004.wav, 2022-10-28_00-00-00_PART0005.wav, 2022-10-28_00-00-00_PART0006.wav, 2022-10-28_00-00-00_PART0007.wav, 2022-10-28_00-00-00_PART0008.wav, 2022-10-28_00-00-00_PART0009.wav, 2022-10-28_00-00-00_PART0010.wav, 2022-10-28_00-00-00_PART0011.wav, 2022-10-28_00-00-00_PART0012.wav, 2022-10-28_00-00-00_PART0013.wav",balanced/2022-10-28_00-00-00.wav,唉就这块手表哈第二块手表,0.0,word,2295,2566,271,0,0,0,4,False,,,,mandarin
shorts_2022-10-28_00-00-00,shorts,"2022-10-28_00-00-00_PART0000.wav, 2022-10-28_00-00-00_PART0001.wav, 2022-10-28_00-00-00_PART0002.wav, 2022-10-28_00-00-00_PART0003.wav, 2022-10-28_00-00-00_PART0004.wav, 2022-10-28_00-00-00_PART0005.wav, 2022-10-28_00-00-00_PART0006.wav, 2022-10-28_00-00-00_PART0007.wav, 2022-10-28_00-00-00_PART0008.wav, 2022-10-28_00-00-00_PART0009.wav, 2022-10-28_00-00-00_PART0010.wav, 2022-10-28_00-00-00_PART0011.wav, 2022-10-28_00-00-00_PART0012.wav, 2022-10-28_00-00-00_PART0013.wav",balanced/2022-10-28_00-00-00.wav,爱就这快手表哈第二块手表,0.0,word,2295,2566,271,0,0,0,4,False,,,,mandarin
shorts_2022-10-28_00-00-00,shorts,"2022-10-28_00-00-00_PART0000.wav, 2022-10-28_00-00-00_PART0001.wav, 2022-10-28_00-00-00_PART0002.wav, 2022-10-28_00-00-00_PART0003.wav, 2022-10-28_00-00-00_PART0004.wav, 2022-10-28_00-00-00_PART0005.wav, 2022-10-28_00-00-00_PART0006.wav, 2022-10-28_00-00-00_PART0007.wav, 2022-10-28_00-00-00_PART0008.wav, 2022-10-28_00-00-00_PART0009.wav, 2022-10-28_00-00-00_PART0010.wav, 2022-10-28_00-00-00_PART0011.wav, 2022-10-28_00-00-00_PART0012.wav, 2022-10-28_00-00-00_PART0013.wav",balanced/2022-10-28_00-00-00.wav,不知道是谁啊,0.0,word,2594,2739,145,2607,2726,119,5,False,,,bu4,mandarin
shorts_2022-10-28_00-00-00,shorts,"2022-10-28_00-00-00_PART0000.wav, 2022-10-28_00-00-00_PART0001.wav, 2022-10-28_00-00-00_PART0002.wav, 2022-10-28_00-00-00_PART0003.wav, 2022-10-28_00-00-00_PART0004.wav, 2022-10-28_00-00-00_PART0005.wav, 2022-10-28_00-00-00_PART0006.wav, 2022-10-28_00-00-00_PART0007.wav, 2022-10-28_00-00-00_PART0008.wav, 2022-10-28_00-00-00_PART0009.wav, 2022-10-28_00-00-00_PART0010.wav, 2022-10-28_00-00-00_PART0011.wav, 2022-10-28_00-00-00_PART0012.wav, 2022-10-28_00-00-00_PART0013.wav",balanced/2022-10-28_00-00-00.wav,不知道是谁呀,0.0,word,2594,2739,145,0,0,0,5,False,,,,
shorts_2022-10-28_00-00-00,shorts,"2022-10-28_00-00-00_PART0000.wav, 2022-10-28_00-00-00_PART0001.wav, 2022-10-28_00-00-00_PART0002.wav, 2022-10-28_00-00-00_PART0003.wav, 2022-10-28_00-00-00_PART0004.wav, 2022-10-28_00-00-00_PART0005.wav, 2022-10-28_00-00-00_PART0006.wav, 2022-10-28_00-00-00_PART0007.wav, 2022-10-28_00-00-00_PART0008.wav, 2022-10-28_00-00-00_PART0009.wav, 2022-10-28_00-00-00_PART0010.wav, 2022-10-28_00-00-00_PART0011.wav, 2022-10-28_00-00-00_PART0012.wav, 2022-10-28_00-00-00_PART0013.wav",balanced/2022-10-28_00-00-00.wav,不知道是谁呀,0.0,word,2594,2739,145,0,0,0,5,False,,,,
shorts_2022-10-28_00-00-00,shorts,"2022-10-28_00-00-00_PART0000.wav, 2022-10-28_00-00-00_PART0001.wav, 2022-10-28_00-00-00_PART0002.wav, 2022-10-28_00-00-00_PART0003.wav, 2022-10-28_00-00-00_PART0004.wav, 2022-10-28_00-00-00_PART0005.wav, 2022-10-28_00-00-00_PART0006.wav, 2022-10-28_00-00-00_PART0007.wav, 2022-10-28_00-00-00_PART0008.wav, 2022-10-28_00-00-00_PART0009.wav, 2022-10-28_00-00-00_PART0010.wav, 2022-10-28_00-00-00_PART0011.wav, 2022-10-28_00-00-00_PART0012.wav, 2022-10-28_00-00-00_PART0013.wav",balanced/2022-10-28_00-00-00.wav,不知道是谁啊,0.0,word,2594,2739,145,0,0,0,5,False,,,,
shorts_2022-10-28_00-00-00,shorts,"2022-10-28_00-00-00_PART0000.wav, 2022-10-28_00-00-00_PART0001.wav, 2022-10-28_00-00-00_PART0002.wav, 2022-10-28_00-00-00_PART0003.wav, 2022-10-28_00-00-00_PART0004.wav, 2022-10-28_00-00-00_PART0005.wav, 2022-10-28_00-00-00_PART0006.wav, 2022-10-28_00-00-00_PART0007.wav, 2022-10-28_00-00-00_PART0008.wav, 2022-10-28_00-00-00_PART0009.wav, 2022-10-28_00-00-00_PART0010.wav, 2022-10-28_00-00-00_PART0011.wav, 2022-10-28_00-00-00_PART0012.wav, 2022-10-28_00-00-00_PART0013.wav",balanced/2022-10-28_00-00-00.wav,不知道是谁呀,0.0,word,2594,2739,145,0,0,0,5,False,,,,
shorts_2022-10-28_00-00-00,shorts,"2022-10-28_00-00-00_PART0000.wav, 2022-10-28_00-00-00_PART0001.wav, 2022-10-28_00-00-00_PART0002.wav, 2022-10-28_00-00-00_PART0003.wav, 2022-10-28_00-00-00_PART0004.wav, 2022-10-28_00-00-00_PART0005.wav, 2022-10-28_00-00-00_PART0006.wav, 2022-10-28_00-00-00_PART0007.wav, 2022-10-28_00-00-00_PART0008.wav, 2022-10-28_00-00-00_PART0009.wav, 2022-10-28_00-00-00_PART0010.wav, 2022-10-28_00-00-00_PART0011.wav, 2022-10-28_00-00-00_PART0012.wav, 2022-10-28_00-00-00_PART0013.wav",balanced/2022-10-28_00-00-00.wav,，,0.0,punctuation,2772,2924,152,2793,2793,0,6,False,,,,mandarin
shorts_2022-10-28_00-00-00,shorts,"2022-10-28_00-00-00_PART0000.wav, 2022-10-28_00-00-00_PART0001.wav, 2022-10-28_00-00-00_PART0002.wav, 2022-10-28_00-00-00_PART0003.wav, 2022-10-28_00-00-00_PART0004.wav, 2022-10-28_00-00-00_PART0005.wav, 2022-10-28_00-00-00_PART0006.wav, 2022-10-28_00-00-00_PART0007.wav, 2022-10-28_00-00-00_PART0008.wav, 2022-10-28_00-00-00_PART0009.wav, 2022-10-28_00-00-00_PART0010.wav, 2022-10-28_00-00-00_PART0011.wav, 2022-10-28_00-00-00_PART0012.wav, 2022-10-28_00-00-00_PART0013.wav",balanced/2022-10-28_00-00-00.wav,等于是这个,0.0,word,2772,2924,152,2793,2912,119,6,False,,,deng3_vv2,mandarin
shorts_2022-10-28_00-00-00,shorts,"2022-10-28_00-00-00_PART0000.wav, 2022-10-28_00-00-00_PART0001.wav, 2022-10-28_00-00-00_PART0002.wav, 2022-10-28_00-00-00_PART0003.wav, 2022-10-28_00-00-00_PART0004.wav, 2022-10-28_00-00-00_PART0005.wav, 2022-10-28_00-00-00_PART0006.wav, 2022-10-28_00-00-00_PART0007.wav, 2022-10-28_00-00-00_PART0008.wav, 2022-10-28_00-00-00_PART0009.wav, 2022-10-28_00-00-00_PART0010.wav, 2022-10-28_00-00-00_PART0011.wav, 2022-10-28_00-00-00_PART0012.wav, 2022-10-28_00-00-00_PART0013.wav",balanced/2022-10-28_00-00-00.wav,咱也是这个,0.0,word,2772,2924,152,0,0,0,6,False,,,,
shorts_2022-10-28_00-00-00,shorts,"2022-10-28_00-00-00_PART0000.wav, 2022-10-28_00-00-00_PART0001.wav, 2022-10-28_00-00-00_PART0002.wav, 2022-10-28_00-00-00_PART0003.wav, 2022-10-28_00-00-00_PART0004.wav, 2022-10-28_00-00-00_PART0005.wav, 2022-10-28_00-00-00_PART0006.wav, 2022-10-28_00-00-00_PART0007.wav, 2022-10-28_00-00-00_PART0008.wav, 2022-10-28_00-00-00_PART0009.wav, 2022-10-28_00-00-00_PART0010.wav, 2022-10-28_00-00-00_PART0011.wav, 2022-10-28_00-00-00_PART0012.wav, 2022-10-28_00-00-00_PART0013.wav",balanced/2022-10-28_00-00-00.wav,等于是这个,0.0,word,2772,2924,152,0,0,0,6,False,,,,
shorts_2022-10-28_00-00-00,shorts,"2022-10-28_00-00-00_PART0000.wav, 2022-10-28_00-00-00_PART0001.wav, 2022-10-28_00-00-00_PART0002.wav, 2022-10-28_00-00-00_PART0003.wav, 2022-10-28_00-00-00_PART0004.wav, 2022-10-28_00-00-00_PART0005.wav, 2022-10-28_00-00-00_PART0006.wav, 2022-10-28_00-00-00_PART0007.wav, 2022-10-28_00-00-00_PART0008.wav, 2022-10-28_00-00-00_PART0009.wav, 2022-10-28_00-00-00_PART0010.wav, 2022-10-28_00-00-00_PART0011.wav, 2022-10-28_00-00-00_PART0012.wav, 2022-10-28_00-00-00_PART0013.wav",balanced/2022-10-28_00-00-00.wav,但也是这个,0.0,word,2772,2924,152,0,0,0,6,False,,,,
shorts_2022-10-28_00-00-00,shorts,"2022-10-28_00-00-00_PART0000.wav, 2022-10-28_00-00-00_PART0001.wav, 2022-10-28_00-00-00_PART0002.wav, 2022-10-28_00-00-00_PART0003.wav, 2022-10-28_00-00-00_PART0004.wav, 2022-10-28_00-00-00_PART0005.wav, 2022-10-28_00-00-00_PART0006.wav, 2022-10-28_00-00-00_PART0007.wav, 2022-10-28_00-00-00_PART0008.wav, 2022-10-28_00-00-00_PART0009.wav, 2022-10-28_00-00-00_PART0010.wav, 2022-10-28_00-00-00_PART0011.wav, 2022-10-28_00-00-00_PART0012.wav, 2022-10-28_00-00-00_PART0013.wav",balanced/2022-10-28_00-00-00.wav,再也是这个,0.0,word,2772,2924,152,0,0,0,6,False,,,,
shorts_2022-10-28_00-00-00,shorts,"2022-10-28_00-00-00_PART0000.wav, 2022-10-28_00-00-00_PART0001.wav, 2022-10-28_00-00-00_PART0002.wav, 2022-10-28_00-00-00_PART0003.wav, 2022-10-28_00-00-00_PART0004.wav, 2022-10-28_00-00-00_PART0005.wav, 2022-10-28_00-00-00_PART0006.wav, 2022-10-28_00-00-00_PART0007.wav, 2022-10-28_00-00-00_PART0008.wav, 2022-10-28_00-00-00_PART0009.wav, 2022-10-28_00-00-00_PART0010.wav, 2022-10-28_00-00-00_PART0011.wav, 2022-10-28_00-00-00_PART0012.wav, 2022-10-28_00-00-00_PART0013.wav",balanced/2022-10-28_00-00-00.wav,。,0.0,punctuation,2975,4124,1149,2992,2992,0,7,False,,,,mandarin
